Title,Title_link,Texts,Likes,Comments
#USMCFS25672,https://www.facebook.com/hashtag/usmcfs25672?__eep__=6&__cft__[0]=AZVUZQtMuKMHKcuMnjMhwKsxSmeQS27G2_qcqXBD5Ucp7wUouFfqez_s9XZR0xodZe7GW2mJuEcrFsccqWoAUYq2RnnXrzuw1jNcxRQmyMsPheY7f34_8gkITHeD_PMqppp9ZoSmtEnsr76jonx8DPI9&__tn__=*NK-R,Can chinese confession provide English translation so non chinese reader dont have to read im going to the middle of the day  im going to the middle of the day  im going to the middle of the day  im going to the middle of the day  im going to the middle of the day,91,
#USMCFS25673,https://www.facebook.com/hashtag/usmcfs25673?__eep__=6&__cft__[0]=AZUJtY-UgmU_tpKK0q8hWGLkM3VJ2EdfQSUxgHi49c0Kq1AnhIoxh3lVRLAv4sIeBjYD10nvZW5g3KsDBUXNM0uwB7ezc64dN1jr45TomjQLkCHXzvLv5D9YJ-SqGP113qJ5N_ec-8sTyPhNVvMUVpl4&__tn__=*NK-R,just watched nevertheless drama and it brings so much thoughts… See More,1,
#USMCFS25674,https://www.facebook.com/hashtag/usmcfs25674?__eep__=6&__cft__[0]=AZVg6qOhpvibZPvVwsC_MSmC-auYzf_W_kbbf_4kumkAOux_V0ktP2jvzsqP0qfE54m6GfE888wDI9JK8S_yK3NtPfjEIWS04r4qx20IUmUzDwrnRZXFYHa6whPk7848Pc6H9b7FkP_hwB_8dR8nSPqd&__tn__=*NK-R,姐想送给即将入学的art students一些话(只针对想好好读书的人):,94,
#USMCFS25679,https://www.facebook.com/hashtag/usmcfs25679?__eep__=6&__cft__[0]=AZUKfliPQqyJ0_S1qyvwFk-i1TzfY6N0037hnChrTcmERMlpQHud8HoWIySGqBONd3H98BgzFn14rbD_Oso3u3QiemmBuHynbOsogU0z_lCuLhLtCSDDHzI_uycJpaZ70dm1p7NHXHlvGOQbk-JWzvNZ&__tn__=*NK-R,当初执着喜欢我的你，为了你也牺牲了我多年的感情，最后你却说：对不起，我不谈感情。我真的笑了，对，没错，讲的就是你。这种男人大家有什么看法吗？,7,
#USMCFS25681,https://www.facebook.com/hashtag/usmcfs25681?__eep__=6&__cft__[0]=AZXOkXDeJ-2wTo99MafNDMRBD5dN245i42W8eI_HLm-6twGxkFOEVjoA1cU6qn84WkFjsSjlCbkkII1m_I9T8y9F68wTWu7sC4haa-8_TiWNOVZPp8u5vrg3jNzp3c64AN_YIUO5TZDaRb-RTbt7t_fZ&__tn__=*NK-R,东西放在宿舍仓库一年多了，不知道它们会不会修炼成精。,13,
#USMCFS25687,https://www.facebook.com/hashtag/usmcfs25687?__eep__=6&__cft__[0]=AZVsyz_dzKzozoMnB5KiZSlv0c5kN-eJHfxXHGQUURVzNaV1cvmD0YWZpSr5SfUnFUiePBBx963WCOlTccicvGjjrSiju9GBmJ5QCNBG7Uni06ccZ0YVzXy-KHcnVL8Z_qqGBtSOmA3KHIJUdefapZct&__tn__=*NK-R,嗨大家 请问 JPA 申请结果出了吗？,12,Wchyi Liewn6 月30才会出哦~1
#USMCFS25690,https://www.facebook.com/hashtag/usmcfs25690?__eep__=6&__cft__[0]=AZVV8u8X3IdZy9yVh3UuO9bmfAw35ff8Zbkp90mKQQ8JcPzqxvfjLgT3TiAAGVCOC0f7PtNHhccqVHWQWyLCprsC03rl8z_dp35q-oQiwBZO8Nsf9I2nqh86QiuCpWCiI_2mpsGvxKpHHu153hAaXa3k&__tn__=*NK-R,Turnitin 很神奇，我改越多，plagiarism percentage越变越高，而且很多句子还是我自己写的。,12,
#USMCFS25695,https://www.facebook.com/hashtag/usmcfs25695?__eep__=6&__cft__[0]=AZWaBfT4WA5_zGwbPTelGE9F1lKCmlAkQiBBpF3poQnqOr5mVflut-10ByjUCRM7nHe9MKKcTKP8Nk6GzxC-Ou1JVRd3pU5iXRuBPfwYzUujWvGwEgh1BWwRyNt20F-qkZerNnsJRQHw-hetWmEXgboW&__tn__=*NK-R,"I want to ask.. students who stay at campus can go back to their hometown? If possible, how to get a cross-state letter.,· See original  · Rate this translation",6,
#USMCFS25696,https://www.facebook.com/hashtag/usmcfs25696?__eep__=6&__cft__[0]=AZVAxFm3aLhJoU42Kl-5eDrrUFSZogxDR3OqSHDEBppHiIjXiVsPub7MelNUt81RjuPZh5Uc29Tysi4r_f2doQax89338EnCiB_U1jKfI3rUPyIJSvQvPQGRxTs5TRXJGQoSP-K6T8RVJgexxWZofhqa&__tn__=*NK-R,"Non chinese reader when translate the chinese confession be like,If u trust tech,the translation on FB and Google nowadays are pretty accurate, glad u are always curious and am happy to inform u something… See More",72,
#USMCFS25700,https://www.facebook.com/hashtag/usmcfs25700?__eep__=6&__cft__[0]=AZULw2sBXH_dJwQcoqQhy1ypyZ8dcEofegULiM_FoGTJ5hWW_9CohRbBhqC3hT7euU0DEkcViVwpxQ6cc8DayK8x1UfMZYfK6-tCxouE8pT8O2d8tJpPFwSdl7ZhnxmEHMISr4AmLp5m4UtXemQVOhaY&__tn__=*NK-R,Kita student sudah 3 tahun x tidur loh!,161,Top FanKali RajSharvind Singh what's sleep? 1
#USMCFS25701,https://www.facebook.com/hashtag/usmcfs25701?__eep__=6&__cft__[0]=AZVt2sL9fsy1F2K06PgGNHisDTEpbMXlror5iRNB7HHJ2IXqrT0J1Q9v1DC77OfRNxmR0iYvTp-VLwpflgpioHU9gBFd8GbqiUUSPvaBxKzFVJKKn8bKJz6_meSEiidB2pLZhzCGfItjphiOBPFQBtyj&__tn__=*NK-R,Selangor friends,61,
#USMCFS25702,https://www.facebook.com/hashtag/usmcfs25702?__eep__=6&__cft__[0]=AZUuPPP_8QrsHFG5i9a3XPX8Q-i2YWn_iitAWtSowKhGSIupYDnrkD6Bcu-fK-xVoQQdLyfJJkg-CTwhxT9xLvp3Mxfm57pAzi0eSQb2jccR92Dgxt8fpyOSUHMhzK_g6FyJE9C_Ut7g7CoozSEbIPJ9&__tn__=*NK-R,Long live PN,1,
#USMCFS25704,https://www.facebook.com/hashtag/usmcfs25704?__eep__=6&__cft__[0]=AZVq7AztFqVqXyA5Y0uIrKP1XAZkIMtjjydh0_m2bv1RIVn9Yxgy3E4svapRbqkogOauGLjKdYDfSSmjqIZWZxeJEPVYm2VFEGBGGFLTk8qWMvenIZlKHfXKsfCAuFpaSuTLuMWtyXVn3LozPiRkg2-f&__tn__=*NK-R,,4,
#USMCFS25705,https://www.facebook.com/hashtag/usmcfs25705?__eep__=6&__cft__[0]=AZUokiv2JFS7z6lVp4FxIWKA6Pt8IJJptKQGJ9JvFGJz3VmeijNm7jWEl7ioRsOWp-7X3FPyNwmc8nR1szcdcZOMviovv13-Q6otePeYhsqMgEolhkPkQQu3eExpjKJNQUz1tQTk5MNEMPooZf_rVUgU&__tn__=*NK-R,,1,
#USMCFS25707,https://www.facebook.com/hashtag/usmcfs25707?__eep__=6&__cft__[0]=AZXMdt3A188bjYpRrPTPGspSSqMId5CiZXltDbj-QPiPnVgjsuLZwZLiW2vL0wfr-tawCETZWVfneD8RhB_dallMDNaqlBl55uH16JM_nFjO9YANamb1uD94JIILrahRxshNBAAB_j36CCy-kQc20STp&__tn__=*NK-R,哥哥表示同意 Aether approved this,1,
#USMCFS25708,https://www.facebook.com/hashtag/usmcfs25708?__eep__=6&__cft__[0]=AZX6vvQMPbj79DF9VWGmjVjuFsKIbgwRnuxECub9GgXXlmvSqAlAQpwjZhMmFzTNuO20jh3qntKm9hpUQjc8B_m98w-Wl1f4XlWnck0dsLikv_uCn7SuFHMoNXVecb4f58nOYv0ZzN1LCvuYcUtHFr-a&__tn__=*NK-R,,1,
#USMCFS25711,https://www.facebook.com/hashtag/usmcfs25711?__eep__=6&__cft__[0]=AZUaiem8MH3T1wNDp2UfPAK8b-HjWrm1n1dtZ71f-R9-2bPxnsEHQNnCQnc71IZje-68ahTrq60hlH9inBM4_ziuTdo8Y1KvFRM-oQRKvPE8OvYL_YiLk5WlwEeuijEphmSMzchjYxK17WIIKZzIFGwf&__tn__=*NK-R,Practical classes become virtual lab due to the unpredictable conditions... due to current circumstances... But at least make sure that students are allow to go back home no matter what and how... We had been staying here for months but doing nothing just online class and waiting for the latest announcement.... I believe some of us do have conducive condition at home as compare to hostel but we need to pay hostel fee for online class in room..... Students spend … See More,13,
#USMCFS25718,https://www.facebook.com/hashtag/usmcfs25718?__eep__=6&__cft__[0]=AZV5l9n9D2RIPXTKkq5xPrCNcQVReF3tmM1a_VLyAOQ3nT8IvSX9dpR9wMPGogHDd4JXQMMndw_Sdt3jSrLycX1TYdVivmLdPoYeET6NhUOqqCRhjISz8OO6QA-DrnRrft-e756EurVI0lRQZiH1Dw9T&__tn__=*NK-R,"Hi, group c, d, e and f",39,Ooi Yen HoeAlvin Lai your long lost field trip 1
#USMCFS25721,https://www.facebook.com/hashtag/usmcfs25721?__eep__=6&__cft__[0]=AZUCrhVcifqFDjZpOsvYN-ZdO9C9-dVwD5Z_Bf0tkeVumerlU5rOiaqqRftP-XniJpMQOFfmwfE9dzkBDs6arrLy-6k_M2zlp7RHXYz8OnS4FcsHbCc1gqajbOX_LJcQOVsDf51CpfB9OHAnqPBehhcZ&__tn__=*NK-R,Hallo 大家好，相信你们大多数都已经看了《你的婚礼》这部戏吧。,58,
#USMCFS25723,https://www.facebook.com/hashtag/usmcfs25723?__eep__=6&__cft__[0]=AZUtp7JGFm-iGT_7yGxCkprDtsh9Jtb5rwtJFjAfVTS3fTsNNMoKAD5Fdc5qXJEeWjYO0WS75qmbZ_BMyTsNnOtCkTxjIzSrNe2e0fsB0Uc8SMFg3jgxYZIVnhFTM6rli6JqL3OiV5H8qkm9ME3-hIvi&__tn__=*NK-R,"请问是否有人拿过WMU102 -  makers? 方便透露教学方式以及要做什么,会难score 吗？",2,
#USMCFS25729,https://www.facebook.com/hashtag/usmcfs25729?__eep__=6&__cft__[0]=AZU_-vsujAMQUxyNm7CG1S0VVFfjj6OScZKxzkErz10SMj5_C4uCKuLWEPzz-YxxgHTwWgrNJMTKsUG2XHsTyHcoCk1bIsePlQeuv0CuaD5Pt-Zxni9PXwwTwz_cOC_SidKi9BDiIUxODBXDM53PHjot&__tn__=*NK-R,"请问我要申请奖学金,需要学校pengesahan, 现在这种情况是可以email吗, 要email去哪里呢? 不好意思, 我firstyr不是很了解. 谢谢好心人的解答",2,
#USMCFS25732,https://www.facebook.com/hashtag/usmcfs25732?__eep__=6&__cft__[0]=AZWZ5EsT4ByM9HLpOP05er6hAfPD5g6TDNXvRPvop0IV1syYPobd1ln5CstZDSG_AVqDTQuWlYkniFGGL_vwVMPWZz1IorRu0QRlEck-qxxi3IJJIADNCkXP4tBRJ9en4Ff6HCcgralhdMAbOLXzcM_9&__tn__=*NK-R,"Easy assignment but end up stuck at the first part and using my whole day to find data from experiment. What course is this? Data analytic? Why so stubborn on the data..... Finished whole assignment but have to do it again from the beginning because of the data, What is your problem",3,
#USMCFS25733,https://www.facebook.com/hashtag/usmcfs25733?__eep__=6&__cft__[0]=AZW8USkM5pZ3tO9zOc59YSj6oD4XutmdWisD71ICDHtHScxSq23LIyDdSiz93mTvtbB4s4ezfbJlo20ynb4GRosGJqFvrmTiiUmneIZTLBadGJxSma7l9jH8QsSWvk--JIBkpGts0YCVTlzj54DgpuZL&__tn__=*NK-R,I have nothing to say,73,
#USMCFS25746,https://www.facebook.com/hashtag/usmcfs25746?__eep__=6&__cft__[0]=AZX-qneccKeN3-48iZhHKhsoVsfzYmaXQOHbiOkaes_x2vHbuZRc74P2HXbffgF1jB4h8gao3oPFhX2p3jrsm4F9QzaPQqy1b4VP5okc4jxesTdtiF2JTPT3u75h5I5HUdlRQKklFBiMUmY8pKF5tHCF&__tn__=*NK-R,Please let me post without typing anything,39,
#USMCFS25747,https://www.facebook.com/hashtag/usmcfs25747?__eep__=6&__cft__[0]=AZWKoe_JUeURUB8gPUonrqiuNJ1qLoLXznDUiyzshXBxk7ZIROtdHZqlpBjPf_rsZPv1W1mzQVFCfgumLnuAVwSv6vYadsLLVBxnkCFfcMMYPft013N8plA7vHf4asvj0oRHuHGN_qpJCieIUWVRYQR4&__tn__=*NK-R,我对这个国家的政府很失望，更对这个国家的某些人无言。我不明白，为什么读理科专业毕业的人要求合理起薪和待遇就会被狂酸？我们成为专业人士，争取自己的权益，错了么？,36,
#USMCFS25748,https://www.facebook.com/hashtag/usmcfs25748?__eep__=6&__cft__[0]=AZVU-4EwNTJ7-1eO9XfXgWzAhbQ-wXw1bpctqxq2Fd4FeNhWfBgLjHEAbswERhZZCrarlkWA57f4zhSc0ltFZ1sE2YgqRPY5Z3gRjeSUgIVAYSHZkFCVjQw-tM2cvxW4TCBKP0GMvnB8FYNrx4wsg_Gs&__tn__=*NK-R,希望各位大大可以给于意见,21,
#USMCFS25753,https://www.facebook.com/hashtag/usmcfs25753?__eep__=6&__cft__[0]=AZXiIjp315294GDmBMQXsYgIQT5S9Sm2aMdV4VJAXIJmRhEik6AxlXID-6lFpa6qHUHQvYRq-SyFRyNoLEoAfuBWehrDvuhjQRayWOiFxH7TCFTDKZzL3Y1MtQJYWcvhLsf2tUwDpZWTedqqsvMLz3gO&__tn__=*NK-R,"Anyone suffer from backpain? Study from home everyday sit on plastic chair... Especially when need to rush project, I have to sit on the chair for the whole day after one year now I start to get backpain.... I am looking into some cushion like spinelief or spilax... Wanna ask if anyone use those before? Which one is more recommended?",38,
#USMCFS25754,https://www.facebook.com/hashtag/usmcfs25754?__eep__=6&__cft__[0]=AZW3dsvhInotSjaYFkVibWf0060cH56G4KacSlCZyCy9ZdRAlwh213emLVc3dL9ieuZ81TQ_BGmNc10Gd1WIz7ZIqfMIf2XoKF6bnZoVZmB9_y8XrNPMEJlOHb2FTdLsKxd4O9AsVwfIZ-eF-Mv2kDJC&__tn__=*NK-R,,1,
#USMCFS25755,https://www.facebook.com/hashtag/usmcfs25755?__eep__=6&__cft__[0]=AZUPGeIpfgvNj_Jyxo10-z6uEmFf0ZZGmhZHy6rqLRfhh2ZUK-cqM6rWyjuhGLDYWkoXIpjvDIn3nXAJMpstirXZmxJdC6wYYTWuWltrjEN18h40Sca90U-Qu1UAY-uuPf08VEQjugXQbi1byEnfo-Xi&__tn__=*NK-R,I just want to go home. Hug my mom dan my cat. Feed myself a good and yummy home cooked meals and enjoying my day with my cat that ignoring me every time i call her and enjoying the air in the village even it's the same as here. I also want to get out from this usm not very far away. Just go to someplace that not in usm. Like tesco.. i know it's mco but iam really tired siting quietly in my room. I am introvert but i done enjoying me time. I really want to talk … See More,70,Top FanNirmalan Mohan CJGo to Bukit cinta. Lepak for a while. Listen to ur favorite song. Inhale some fresh air. And get back to ur room. I hope it'll help 2
#USMCFS25756,https://www.facebook.com/hashtag/usmcfs25756?__eep__=6&__cft__[0]=AZW-6fOR7_wt76E2XmrDYKdyn9n6dTQTFn8ml0rQaa75mZmqcXyr3iNQGVXs7FN_C9yjoprbTExZsS_xzD4Ndj15ml1vALT0DuRg3S2yKbLhU8Ie9qfMU-CqxILVNyD1yxYb5lHUvfp7Xn0xy7aapIb7&__tn__=*NK-R,I hate stubborn group members especially group leaders!!!,5,
#USMCFS25757,https://www.facebook.com/hashtag/usmcfs25757?__eep__=6&__cft__[0]=AZUMjvDf9TBr5FO-TNQXijNmKH7ug6dI-SSQjn4VEVS-TTfN1LetAxS8xxgKKYosGbCdtYiuIXfXk8P8KaJTmhDF3C-me6KC0eH5B0Av-iFzrKMqEuIIGdpBZ0zwAhrZ6Y_RCKeDWsP2OrFJpgfixiUD&__tn__=*NK-R,人生最悲哀的事情莫过于老师把你做得很幸苦的东西，在跟老师分享想法后，被她分享给了她其他的学生。以那个学生可能会不及格的借口。以她跟你说只是给她看排版的借口，说给她看一下而已，結果转头整份share给她。虽然还没做完，但是排版也是一种设计。感觉努力被践踏。沒心在做下去了。世道怎么就那么黑暗。到今天都不能平复心情。现在的日子本来就过得那么艰辛，为什么还那么不公平的。这是我自己去看了很多文献，才明白的，凭什么她可以这样平白就明白的。弄到我现在不再相信这位老师，还要继续跟她合作。就不能公平一点吗？这位学生不会，你应该叫她自己去google，不是把另外一个学生的东西，share给她看，当例子。都还没交的功課。分数都还没给，给分数的又是其他老师，杀了我算了，真的很不甘心。那位同学不管你跟老师是否有其他关系，不会再回你信息了，好心被狗咬。一切都是局。只怪我自己够愚蠢，蠢得沒得救了。世界都快末日的感觉，还要碰到这种鬼事情。我要做得更好吗？还是就这样了。我真的沒力，沒心了。求世道公平一点吧。不要去一点点磨灭一些人的善良，这是逼人变得自私… See More,22,
#USMCFS25759,https://www.facebook.com/hashtag/usmcfs25759?__eep__=6&__cft__[0]=AZVaruiAX1ScnDfHOv-3aYrfWCjGtbbWQiq8dKFjAFGULMQXJCjIEDQ2bjb0IMXx_sQWKjVr7lJwc5fRhmezRSX7b_mpyTIp6sGVQhFsfXtXwEp-y0wK1Di1uDwDU4S6Xq95G_8QHE0axXzuPQDgyOxH&__tn__=*NK-R,"Hi there just asking whether with a pointer of 3.75 for STPM, is there a chance to be accepted to do bachelor of Accounting in USM?",8,
#USMCFS25760,https://www.facebook.com/hashtag/usmcfs25760?__eep__=6&__cft__[0]=AZU_8BXOy2dhgPlmhbcUc7KpQWDgdJcgzCnFrcQCsfqpxQl-cdOsMsLXRI2xhJ26Kb5p2QAgqajIdy-_2rWXYlBbsooJeET2kHVeivSV8_Sl9Dn8I7NBl39ebCvBZBCNE5HCboVba0-VZmoOgebGBvKs&__tn__=*NK-R,,2,
#USMCFS25763,https://www.facebook.com/hashtag/usmcfs25763?__eep__=6&__cft__[0]=AZUCn09PNTqLJfgYSUh5XCQRCN_ub08BLqvHg_XnDqorrJ7fSCrcHYom7iSd_otGBBhYhXAmXa7TP1jm7XyehjmpcHpFMKYfYuk8Ed9ArzfVTgu8lPsQLQ6HaFgA_TEFBVVURGGzNgMOt69SNuE9Mjrg&__tn__=*NK-R,Other 4 members: *didn't prepare bentang*,4,
#USMCFS25767,https://www.facebook.com/hashtag/usmcfs25767?__eep__=6&__cft__[0]=AZWGReuR7r1UPqKKo6duC4CsyJKnAuve5NwOkjRqFMN72DXyvQoSOt1B0zcY0be58dkb74Wgek3B1gBBztil27kTLYL_j-kr0bXz982v0Jhq656qxwIl4OnDq8AOTpoLetVFimhEPdE8dJVjgLZx7TPZ&__tn__=*NK-R,回复 #USMCFS25748,12,
#USMCFS25768,https://www.facebook.com/hashtag/usmcfs25768?__eep__=6&__cft__[0]=AZWlqT9L-nK97tJveURp6T1iPASxDf0-EdSPvVqDUxBmmbT0Nl14qeoB9vVsMlenyGyEnqoKgwhg1X7oI90WT3P4Pr8m8UXPyi4AfpePePzUHpHOgckEoIAI01ekW__Bfe1VCSyDnk_oFu5XwtO5ro8v&__tn__=*NK-R,Just here for a huge shout out to the LMT100 group 1 lecturer SARA!!! Thank you for this semester and English fun!!,4,
#USMCFS25771,https://www.facebook.com/hashtag/usmcfs25771?__eep__=6&__cft__[0]=AZWLQVFlYuZrT0b9m_zjzLyGDLH0YGUtVzppsEx8LM-QlkPzqQK_1rr-ydBgaznP3-GjYeQ7lOazxc9ZwNWp9K1N-Ii01NwHI3DDbEipQhifk-RasIwztVb8w15OQe8ML6ojVxJ_H5cDv0mCe2u6IEGZ&__tn__=*NK-R,Hi group D and F from pharm school,63,
#USMCFS25773,https://www.facebook.com/hashtag/usmcfs25773?__eep__=6&__cft__[0]=AZXZTxIjhW6nj9FxL9nw7RJq5KisHV_DzsDNlb8mOLwz2FSGGv1oyVFIbq86YpJymLeCOS6q5tfdxeEJLD_xFXLAeLYgcvVygzML2Bg61eKbeg3_0GwkC4YYEKYD-BKcsKkjoNHC10ewldntQ43RmGU5&__tn__=*NK-R,hi大家求翻牌><,2,
#USMCFS25775,https://www.facebook.com/hashtag/usmcfs25775?__eep__=6&__cft__[0]=AZVL3ludB47Ew-XZD3W60Nc75xiudDKBm2RRSfCF_1vwO209DW5sJikLhIm6VhnHKDcEKxG-6GVxdzdkStRK9SCNp63A_Hev8cT5iY0m6_oGHREuqz009mDoBP7Gxo4mkbGX6Ny9rh1l6PA2WsDvs_vj&__tn__=*NK-R,,30,
#USMCFS25776,https://www.facebook.com/hashtag/usmcfs25776?__eep__=6&__cft__[0]=AZWD1zrFlKLYPR3XafcRWLXjtZznvRjnn8Yq4HxoKKfWGl41QaqHWDQO3UCC_xR9af7hhsZ25hZCmD3YsOq4pp4LOFYwTTaHQ3Gf5SVO0a9RBrvmX2fdF9Ji2zJ9JNQdUtiQ2s09BRfsVg97Eiolj6Sg&__tn__=*NK-R,+60 4 653 4928 Pusat Sejahtera Pergigian,3,
#USMCFS25778,https://www.facebook.com/hashtag/usmcfs25778?__eep__=6&__cft__[0]=AZUg8PRKHAJdL5SrR-CMZXa0LQw6Wf-isD7eaq6QSwm0uzp2HHI1rfVcZo-4M0nTGavbQ1m-EFjr_TwYc-kfjAgPY2YsAMBrXYtUpgGGv7sNNht5HwpoVHIt5NhmhrO5LcmkFRwdMhHGsieNkCNjqPvl&__tn__=*NK-R,Credit to #TC3170,159,
#USMCFS25779,https://www.facebook.com/hashtag/usmcfs25779?__eep__=6&__cft__[0]=AZVzk8ZesZh_9Ua_e2hpzz6fLTYWe3Bwf8nDiZyl8qO0YwFhjUTnpyo_b384HZCZ2h3oNeOFBqPgUGdFTeraHgSRfWldJXyhryegJJyQsXN7yKuku_tytkGHOReQP_ZMdyDc_d-x2aN8vKwCMEdNPYsH&__tn__=*NK-R,The first half of 2021 is going to end soon. What have you accomplished?,32,
#USMCFS25781,https://www.facebook.com/hashtag/usmcfs25781?__eep__=6&__cft__[0]=AZWx3AgchZDksjO0vVElbSOapGi0JzVR1gF0P1y0VaL00NWlwHPVi5QVrF2ep_LYUCZdmR9kk0DI0dF39dWAeF-Ufrp9yxjBCs1kizeEt59KfX_DvXuTvfQsoBvzzHHsEg9pP3IqYSnCaAjvuyn1Dml5&__tn__=*NK-R,I don't know why I'm so clumsy for missing out messages and meetings. I really hate myself and can't stop overthinking what others might think of me,5,
#USMCFS25782,https://www.facebook.com/hashtag/usmcfs25782?__eep__=6&__cft__[0]=AZWiYj4IevUYhUIpNiPGa4G9Nhm5baNaxe98GC7IlAhvkc8DnWJ8afeP-lGQcmr5BQtvIVIGmcRygYSYzrRwaC4fPhxf1c7bC9U9hFt12GNlurpAKqcfSo8DReOzYWGueF4V3oW0ME-vp5tYytYz24Nn&__tn__=*NK-R,,10,
#USMCFS25783,https://www.facebook.com/hashtag/usmcfs25783?__eep__=6&__cft__[0]=AZWxEsW-SXSh2H-r1C08Zg33yalxTcbF-NKsV-eyHpez1nA2LUWKaGPzvPxJwRtSeHFHoLc6Y5L8XWAHflN8zs3QV8UmIpfUmXI2rxZo_iKosZvVoXvjdNYZ546lXLIDS-pnJ0WWzi2BmWfIIFPCGJIL&__tn__=*NK-R,如果坐下来好好沟通有用的话，那我就不需要一直忍我的roommate了,9,
#USMCFS25784,https://www.facebook.com/hashtag/usmcfs25784?__eep__=6&__cft__[0]=AZW-C0DZb8vm-wvuapeD6-ecbT1nb-gQWr_X2iss2Msnp1XpGUklsM0egWqEA1PlI6hh72VtexO-uH7Qm93kgTOS8t77SEp1ng3tGYDUYvcN0hqRxCJwpJV0urP9Ut4cEwxBnB8wEGuHo9WLIrT2qimT&__tn__=*NK-R,大家好，我想要问下有没有任何seniors 是之前有成功apply JPA PIDN 然后毕业了之后请问你们是有继续帮政府工作或者是没有帮政府工作的呢？请问那些没有帮政府工作的seniors 你们是需要偿还借的钱吗？还是怎样呢？因为我拿到JPA 了但是我现在在犹豫到底要不要接受因为我听说毕业之后如果没有得到政府提供的工作就需要还钱（我知道还钱也有分几个情况的），所以希望有清楚关于JPA 的seniors 或者好人能解答我这个问题因为我相信很多人都有这个疑问因为实在是太乱了就像那个PTPTN first class waive 那样,13,Simone Yee张韵茹 oii你来的是不是hahahah1
#USMCFS25785,https://www.facebook.com/hashtag/usmcfs25785?__eep__=6&__cft__[0]=AZX2vdux-UBM6nMVJ4GUOho7Ch01qnND8IVk54iWjI7i_8qdtwQUgDgoMHEfctI_Lmv9X2mirYKwFtk6FSNbWk72I3Gx5P0X03O_n5EKxtfwg83wC6OWd14OoLd7TWFKC811Va34c7zgDskeBriJ4foK&__tn__=*NK-R,"I'm not brave enough to tell  this f2f (yes, i'm quite a shy person, sorry)",40,
#USMCFS25786,https://www.facebook.com/hashtag/usmcfs25786?__eep__=6&__cft__[0]=AZVrfJBl39NVdnAiN5Y5btN611pzJmC-_0-HD1gF5Wf9kdk3ewO0-x6Tq6oppoOTtjkjJfxgJLCgT51g2_OttDUGmqdSVGWAa19dpW_FOUuVLfZPe6H6j2eaG8tt2Ti0Y8mbppeGb1ryoPftQRhjsolj&__tn__=*NK-R,,26,
#USMCFS25788,https://www.facebook.com/hashtag/usmcfs25788?__eep__=6&__cft__[0]=AZXgIVXq9vkdT9YWGAINGd2nRuZzZQo5vxVNmokvkQLNcKcXnAzu8BUodz-EqcEq3zpPZ2syc9C0hfwk9Cxl6PcBVX_i_htMMJX-OXLbkVN8360Pyx_xWXjNu9-a12BI_-4Wpg0AJpQXqhaScP676BWe&__tn__=*NK-R,jpa奖学金 金额大概是多少， 会比ptptn多吗？ 多的话会多大概多少呢？,1,
#USMCFS25789,https://www.facebook.com/hashtag/usmcfs25789?__eep__=6&__cft__[0]=AZXCz4hSTUYkixUcDKX2xlIRlrd-9oCEMgVcRDbalmUBf1Dv5MZ48mC6vORMajMdaAYEVPSco7V2_ha_6FuFa34U-u-MgmUrx0KA9HSstQ2fbIBAX8yKOKMvuDa7Egt4iqhXSHfcyKoGJbeWnZCZG8rL&__tn__=*NK-R,,9,
#USMCFS25790,https://www.facebook.com/hashtag/usmcfs25790?__eep__=6&__cft__[0]=AZWp1_rs8nlKyuIyrH9RwA0exdplW6K9ovmvUnUQzO76ELt_TCMi1rVJTdQy3kfyDwAKYW5Rw3A1Crv2jbfSOOyhhLgmSBA_HubmaH6C4LOs2PMcmBOd3hXoxgVB7UwvV_xU1Lwhq4Z2ZqXV4wIFAsGK&__tn__=*NK-R,From: heartbroken #usmcfs25718,25,
#USMCFS25791,https://www.facebook.com/hashtag/usmcfs25791?__eep__=6&__cft__[0]=AZXYcGVtdWzppjE85R3vJQYxactHBat-vEOpCNqDcpcsnmwVW5GR-aJvSie3tl8eMugvI5_8OMxn4w0korht0w-OWxPw67FzmRoOxTnK7khzxzpjb3EJZj309haldKqTK151bw3sy_UbaIedF2MoBsuE&__tn__=*NK-R,别人常常说 matrik很容易考 随随便便就可以拿4.0,90,
#USMCFS25793,https://www.facebook.com/hashtag/usmcfs25793?__eep__=6&__cft__[0]=AZW7tA2000rVUgJ7MMokVxn-P1z8PKEl-330mK8ngwiAwQcS8mF-nFS4R6LINcA2kpKZBbQ2oZttxlxRSpP1z2adcPKWlaey4JubSru2RYt7VZUhsEk4PWuPvij-ozVEIvhFN51E722IPwRo7MIo5FZ0&__tn__=*NK-R,,1,
#USMCFS25794,https://www.facebook.com/hashtag/usmcfs25794?__eep__=6&__cft__[0]=AZURy_PLZFegEInRGD0yzT9sLoPQwGxDagxwEGR2Wy4ZaVBQkJ14TZ-Oz5CSx6TLqn2NeKB4EpoMASnRb-91xy2rPm5t2zF3WTIbEFEn5RiJKcCPyEfQNxBNyNMWesroIt1JDDsUoaqLFNdidv3kSjRH&__tn__=*NK-R,我对阻断我拿4.0的人抱有仇恨心态，甚至想报复，我正常吗？还是我是心理变态？,6,
