Title,Title_link,Texts,Likes,Comments
#USMCFS28017,https://www.facebook.com/hashtag/usmcfs28017?__eep__=6&__cft__[0]=AZWdWIIZzKI80FrevbgBGZ33X8MTMX0fN2ThDdH3KTSSyGkAzhbzeHia20dYIO6Y70651qqN6SbHGMdH7IWyKf6cWqt_xwOHYf9asN_NdoyTRKYduvUE0AcOkvPdpgKK-nxzmLy4Aeu2iBNuL8bL55C4&__tn__=*NK-R,should have joined as peserta then...,9,
#USMCFS28039,https://www.facebook.com/hashtag/usmcfs28039?__eep__=6&__cft__[0]=AZXXXuLwutTqlVfHh-s8Smzhc0YWQhVFAvIVX9Hdj_-z66HYfMMvRSVdkw6ktnfmlnNl-_1Z8_PYZz2BbsFShK1Sbmwea8hgttcEVe0v1sbOAcEvWl9iEx7mOEFUsPLcxhzVd1FTKdac2JSA0JKc4Th8&__tn__=*NK-R,"Would taking language course like japanese will need to go back school?,Admin Botak: No.",4,
#USMCFS28041,https://www.facebook.com/hashtag/usmcfs28041?__eep__=6&__cft__[0]=AZVyHRuYncxFQMbteDMZu9O87OQRPLVKf88nOHxeJIFrJNRmN8S_sUspbxPNv7LJtBJ0QTYxGHtZLWNhArbh12_1ZUYd7wcc26FmWZxIs12aXgifTgCpjR-dWR1ev8sEyjX13IEkvK2Ccus05V5ccnvZ&__tn__=*NK-R,这个帖子真的是美好心情终结者,63,李泳政Zhi San 新年快乐 （不要打我
#USMCFS28046,https://www.facebook.com/hashtag/usmcfs28046?__eep__=6&__cft__[0]=AZUiK-r1P_14lJtKzCsrkAc2COHbB7AUIjwdVSwkko4-ug8kLE98HElw21484b7AyxZb14W2vhzcPkW8W2_tz2HOr0y2BN4ZW4LhImTqBhBjUjd5qLvIfnSvWFOW75rj4e-iFiayEx6GlvLQy8TMDDRT&__tn__=*NK-R,"So it's f2f learning or online learning in hostel? If f2f learning, how about students who didn't complete their vaccination and cannot go back to campus?",7,
#USMCFS28056,https://www.facebook.com/hashtag/usmcfs28056?__eep__=6&__cft__[0]=AZV5IB1YqyFpZKW8Qu_6rZGRi2CyQI1YNM7I363v0dJNNVyBm-OJk2pbC4U1JXaYG1gzlPHKispBaAUjrGZPYMV1CE2I8R8SsCp9mhFPhfciLAI3jHBV8nJbwRdE0aRCqx1oeG1DW5CfIKvdc2FYfx9-&__tn__=*NK-R,听说upu放榜了？有science edu的新生吗？下面留言一下,6,
#USMCFS28058,https://www.facebook.com/hashtag/usmcfs28058?__eep__=6&__cft__[0]=AZVcw2kM-kjUrVWTEAktqwT5Kf_SZCx1xkFL9wCcD3Gy2LXVL85Gz9U6WOJj_WC9yjTI2md0mBTzEGfhPRJOakKChIqT0cuk6vkyJ346ridOnpFjZj_JrcwCXxRk7wjpap_-x2kOVlFD-kE6YG8dX_s2&__tn__=*NK-R,有从selangor去usm kelantan分校的senior吗 可以分享下你们的感想吗,5,
#USMCFS28059,https://www.facebook.com/hashtag/usmcfs28059?__eep__=6&__cft__[0]=AZXC_88yh1eSirIzYSM5E8nRCPxsAMzmZMge2npnIHzf9292_CAOxcJ-9xbfQlKfOSNUo2Kq3t9LJAfzzsD3mY-g_dXtTx7dYcpQ91lBiAtfWNDw5P-yEPtG2gxB_j3Wf72wwblvz4Lnk1-o7Qt3Mdkl&__tn__=*NK-R,本人真的不希望，但如果真的连最后一个sem都没办法回去，至少还有第一个sem的回忆。,41,
#USMCFS28061,https://www.facebook.com/hashtag/usmcfs28061?__eep__=6&__cft__[0]=AZUaRAK8c3myu_v6H8RnUuhEk1At9aIhcUj5ueGMJHxWi-GX2JpSFmSMx8aZJwnAYsrQXVo7ugmuHfZa7lKeYMK52TZFOevWyT6kj93x5Vj5y0kn60m_pK47OjIrQrJxulqKGk1ZYjyIjBFm7M8HFsyl&__tn__=*NK-R,"Congratulations to the students on the successful enrolment in IPTAs. Welcome aboard to the School of Housing, Building and Planning (HBP), USM, for the *academic year of 2021/2022*.,A little background on HBP USM, it is home to seven undergraduate programs: … See More",6,
#USMCFS28064,https://www.facebook.com/hashtag/usmcfs28064?__eep__=6&__cft__[0]=AZWdgY1WT2r_ai_jlbp2w2KDgWLZG5Ode0-AM8_F0my_U_yMfRsSp3FUNF7huOZduv4PMscC6G7Rfo0-Y26BpbXJD2tsJKIpqZZ3yUhe13YxiPoZHoCQ4uuwdAkXZKJkh8QfmiAObV3NthRpOfJ2cPh0&__tn__=*NK-R,"Confessions related to: Computer Science / IT,1) 想问看USM comp sc 是学什么language？ 0基础的人会难上手吗？(因为在matriks 没拿comp sc ) 可以建议用什么网站来学习吗？… See More",21,Kelly HamKwong Sing 你有junior了
#USMCFS28065,https://www.facebook.com/hashtag/usmcfs28065?__eep__=6&__cft__[0]=AZVmxerb3liQRLwlwVI2m3MeY_r2L3Mj-2u4qeFQNABRp2ZSLeMTggEaj1zZvw0kjzLeC6-icuJ8xNCIXSx1wwjVkR59ln2v6Pzmb1OlTxBEi2kf0_Vpfb8g1hCXpqhO3zZbRvHTEL7o2E91DPIHK2yv&__tn__=*NK-R,"Confessions related to: School of Management,1) I'm really confused. Can anyone help? I'm from school of management. last week just been informed that the learning and teaching will through online. Today saw the notice that we are going back to school berperingkat, then saw again untuk pelajar berkepeluan, then for all kategori...And lasts 17-23 October for senior to go back........So, do we need to go back?… See More",18,
#USMCFS28071,https://www.facebook.com/hashtag/usmcfs28071?__eep__=6&__cft__[0]=AZWOBgVDngOj8W2q9pDu8QyyePthLNgwsa_KSbh76E3NGoMC-qyWGQf07xIxkrqEM1AOsEH4vpK5g-j_qIRaU2DBGogIz6ZQhE1-HHo54LKNPHXk0sHiCFJVypljExdnjj7faDkBvmJ7RRvUHsRRc26r&__tn__=*NK-R,It's ok,6,
#USMCFS28072,https://www.facebook.com/hashtag/usmcfs28072?__eep__=6&__cft__[0]=AZX5Vthdz3xTjK_hxHNxTKSH3YO3PXwNwUnO1mZDbv4h9KpLQFiXnLBb_OgxiIIcMXCkQRD2mvo4fxEA8lyQhjyOZUm0XAKaPKfcODTdG7cD2u9qnQTsfOFmtsVHLzbZ4y4sH43ayCGF0vHcMpqpOQcR&__tn__=*NK-R,"As a responsible graduated senior memer hereby I repost this ancient post about laptop recommendation, that I think will suit all courses.",13,
#USMCFS28074,https://www.facebook.com/hashtag/usmcfs28074?__eep__=6&__cft__[0]=AZWGRnLkh0HIaL3XtL9c69sR13I2nj4kIzA6w_KRhoMLpE6LJwztv7U7lK1Kg0EHGH7Wtu7qCipoPQ9AMXONYIlfuanCYk0eTmynx-tA355QkCRgorz9vp04lKTcUDNAoD55ecm1px9I5CScdIrEsfTn&__tn__=*NK-R,Platinum is gold,11,
#USMCFS28077,https://www.facebook.com/hashtag/usmcfs28077?__eep__=6&__cft__[0]=AZUVbL5ku1Bv8reN5sMH8x1-6H7I0TPSs39pDRAgXq0_8Wev_KdHlR-l0V82sN5wWMw2JKLc_pzylx903_Tqv8XnRxIbcpspksRPeKFFaXs2zf75jjc7FtDu0DIc2AMwWTmBbPSn8v8NzY-R1ggZXdnk&__tn__=*NK-R,*sob* proud of admin,3,
#USMCFS28079,https://www.facebook.com/hashtag/usmcfs28079?__eep__=6&__cft__[0]=AZWVXXZ3XI-w4gDKvwl0s6I4vCp8E53BpVrQJtTqh0xcAjwLgXVGnZvwLls35oLHHiE8d61NECLV1CJLv7kiWU9bu7GJJndJqQj6OS0mStDQQfS2bShJlbW8hXaAAbbtkTbZFu8EdXhMB12HKXwFfyVm&__tn__=*NK-R,"Usm的人以前spm是不是都是straight A? 没有straight A 在usm会不会被歧视？像是被觉得很差，不想成为队友，不想一起讨论学业之类的。我以前只有7A 而已。。但进到matric 而且拿到3.8。虽然有幸进到usm, 但觉得这里的人都很厉害，觉得自己不好。",55,Khong Keat YiJing Ying Yun Er 1
#USMCFS28085,https://www.facebook.com/hashtag/usmcfs28085?__eep__=6&__cft__[0]=AZXw6DSCwqXe6720DzlsTHQ1a0BY5Y1aqXtXBqVOsqklgGbUSKZBBf3jgc3Nlt5biztWPppm46DtCR_1lUMhxFzqasKM8WZxU-1Uwr2Gj7kXirVmXxbUmlPTBBmlzBV4_jRIS9Tfi3bgJRtFqJEDY0Wo&__tn__=*NK-R,疫情生活让我失去了很多朋友。曾经的好朋友也变成了陌生人,6,
#USMCFS28101,https://www.facebook.com/hashtag/usmcfs28101?__eep__=6&__cft__[0]=AZWr4zFC-BzTS_h3JNSHeJbrG-y9Vfq0Qp79T36uUmVsqcIbnKWkm4CUvqpXnz9SxmVnuXf_CVpE49d0O3RxMpE70YWDbGVM5SRzKZOxQxWrqeEw01EJv239ly9fr3Hmt-NgqD-6VeIIJrn9a7Hmaypz&__tn__=*NK-R,"Now I know why my siblings decided to move to other place to work after graduating. You can do whatever you want, go wherever you like without them knowing. Staying at home is just too stressful when your parents are strict, it’s like you have no freedom, whenever I go out they keep asking where who when why how and better come back before xx o’clock. (Am i childish and 叛逆 by saying like that ? Or am I old enough to have control of what I wanted to do ?) I’m the… See More",52,
#USMCFS28105,https://www.facebook.com/hashtag/usmcfs28105?__eep__=6&__cft__[0]=AZUIJrEPsURYOOACGCBwZZr76SBlnuzQdZ-ci5DM3Y_NRSa-Y5hiOKtxQtra2dwvkeAy5lkbjSVIE4fBAcLa-jEu0T6mqzCgp2YjVj0KHLft5rraGJP8z_OYbt7-2ldykxfeEigc6KMOgoASihaVDNWq&__tn__=*NK-R,,3,
#USMCFS28110,https://www.facebook.com/hashtag/usmcfs28110?__eep__=6&__cft__[0]=AZUXSaBqTszC9een9jXruZp9ZVl_fEbkzrfar3aJ_ei_6-D9zMy-ZX_34SqA6bKkDaHHLsQsHjZMttAK5OgntsNJH7xk6sDY898WqDbVoxZucVrQt3N_fn4uVvbUuH5Q1RTCdfj51AaleODSAYnKh1pZ&__tn__=*NK-R,"Confessions related to minor course:,1. minor拿fine art会难吗？不会画画可以hold得住吗？… See More",2,
#USMCFS28114,https://www.facebook.com/hashtag/usmcfs28114?__eep__=6&__cft__[0]=AZUI8T3nD4mCppqak0YDgD_vEjV_c4BvI5Bw_jep8MwAPVXto6NQr73cOnjCZbSb8geEQ5ZkRbcznkNMPtOCv8oGYh-yRR24RcGIG7G1Ka3cM5M4PJzEFoaFYaZDzE8xtsHqaa9DfATrF_DbDXxq2Jeu&__tn__=*NK-R,Warm reminder: remember to register the courses,68,
#USMCFS28126,https://www.facebook.com/hashtag/usmcfs28126?__eep__=6&__cft__[0]=AZVo4Ou4OBdIAishoANCkPlf5Fwz6WehKhdCdk1b6UXzQ0PV6XBJ44IHcHrfW678pbj-3b56-P6o5jgcPLrU1xNemtS8wH3xLi5CLRhYIx5Bdi1lc4foiCdlYNLxmwjbUf2mjWt8butmPl24s06J9MxD&__tn__=*NK-R,Hi! I heard we have to go to school office to fill out a form if we don’t meet the minimum units for that semester. Anyone knows the procedure?,1,
#USMCFS28132,https://www.facebook.com/hashtag/usmcfs28132?__eep__=6&__cft__[0]=AZU20Jce4WPMlMp8HcJ2VXbW_gqf-mYIJGMsSI9A_-5IUjTaEarIEQrsB472w1LpjhHMporjuXAaUtPhVj9l3Qnn673duBLyWNhdrZfEC4KJdza0Jz0NVe4wenXgElh20AVewNMCqyvEf1tEn3V8w1qN&__tn__=*NK-R,"在USM kejuruteraan kampus 容易找对象嘛，实不相瞒，我是来一边读书一边找对象的,Admin Botak: 嘛？ 吗？",47,Iris YanHui Wen
#USMCFS28135,https://www.facebook.com/hashtag/usmcfs28135?__eep__=6&__cft__[0]=AZX2d9LFoXqnLX0pwOUmphMMoRAjvFIZuPe8no19nMC95xOToZIdRSBADp1UtffXJelfKhALlre7nV4x5NDrXzs4fkybsV6Yjpp_Bj8lQ2x5RIi1Vyyuef_9YEojx9QVvKrYQzymlGs2RCgiUh0Tz1hM&__tn__=*NK-R,Back during the time we have mamak....,62,
#USMCFS28137,https://www.facebook.com/hashtag/usmcfs28137?__eep__=6&__cft__[0]=AZUX853owg-sKlhNbCyZMW02JTNNeMcvq3Rc9GeLCvCfPKANotDtQ-JCMJXdTJPzrYchNMHxg5MzZfiZUzJ-YvqYT7uOvI0On3qVgNvYwhltokPHdvse7dYTyK7gd12n0Q-dc6RZ1wh3cu4p-RI65LCY&__tn__=*NK-R,:'),163,
#USMCFS28138,https://www.facebook.com/hashtag/usmcfs28138?__eep__=6&__cft__[0]=AZVv6BhaBcfQ20LMZZFhDBxaRbAsorUtYz3JyB--Fm9XWZbngnXAOEC6hM1a5BHHSUECFO7WkbDku4EU4yQzyXYe_2rOiOaoavQUJvr5LrwE6tC5qZL1jDP_RRrlBjvxf8PsoloQqI-3nooWxRhWN-gP&__tn__=*NK-R,All public university confession pages these days .,34,
#USMCFS28152,https://www.facebook.com/hashtag/usmcfs28152?__eep__=6&__cft__[0]=AZVWfGecK6gQbVFiUOq_1TZIDKhjOMY5kZb76-0sPQ6ZYOJyyLHffKBCEEIVCPTFC4cGyAgwdbPyebhWwtRfd7997QCRAvVRna2xXjkYq2l7YbnGS7A9v9Qpjt2bFb-7Dp6YH25vkP7XdzDSCJEFB1Yl&__tn__=*NK-R,"Reply to #usmcfs28146 3),First, tomorrow register the course for the minor you want to change to through edaftar. Then email your academic advisor and tell her about you want to change your minor. Remember to get the borang pertukaran minor/ borang pendaftaran minor from your school and submit to the office.",1,
#USMCFS28158,https://www.facebook.com/hashtag/usmcfs28158?__eep__=6&__cft__[0]=AZXcPZ0bMZZ174h1TsLyZRYAf271a3PPpO0euQ5p8rxGsv32Q14LmkP3kr2G98Kp_dhG5KTZX_b379f0u3OzK5nCAVyv_QsSL7vxMCQ_Q52lxDMLNDBmid4yqz-vUbqsrnUGGTFwHRkgc2s-C17-2kkN&__tn__=*NK-R,有些人就是硬着要把他的话给讲完 就是不听下别人的立场 不给对方机会诉说,5,
#USMCFS28160,https://www.facebook.com/hashtag/usmcfs28160?__eep__=6&__cft__[0]=AZUAoJ9tVvNQf0me7PhOIisp8qtW_KDaJ91CL_4omop754168QVWOiw-MlIFZ0XnwJmrnk412h1NKCUneIA8Zd2767QtI9hn4CIa03Jys1CH7Nj7CGi0fKYj1VF2jHtsgMuNRhQBgjP9B3ZD9Kyv9rrl&__tn__=*NK-R,No lie eh b4 MCO when I intern I got go gym eh ok,4,
#USMCFS28164,https://www.facebook.com/hashtag/usmcfs28164?__eep__=6&__cft__[0]=AZWGXXU46MhW3QkHC8xHbXgYUDsML-p3S7Y4A-g9q9jrUKaNVuVm1GcbZFn7ZHIodvgbOxrhEtMkOyFTV-ioek-OXCXSCTV1zj406YbsszO2fiqRwVzUgKPU2haY2xZYEw6IvutZwqSlcZ9vyGH818i9&__tn__=*NK-R,Jungle book,164,Ming AnnCharmaine Lim 记得带杀虫的1
#USMCFS28165,https://www.facebook.com/hashtag/usmcfs28165?__eep__=6&__cft__[0]=AZV3vuilfH7mfKjNFH9yo_uUOsMO1ahl3AukGRqT8Pwf9TSoNVnzUT_5e-P-2OZ3UMNrmBfD1edVDHfpGNCe9wQ-ilZBVOvzupbEOghXiuUQX94LZMoEG9G0ISlvKsByX0MDzKSeLbX59ilUYj9BnRAQ&__tn__=*NK-R,The govt: Those who finished 2 doses can go for vacation at Langkawi.,88,
#USMCFS28169,https://www.facebook.com/hashtag/usmcfs28169?__eep__=6&__cft__[0]=AZU_JAbx3nSFN5HS3viux1lTKYm1BxQe42Ev858zjBBRSDwczZ-OLv3BhQta0lQUqbrfyCyWbWzwN4ObWuR-N3qDn9Quyqo4tb8eGYdjSp3IzUOIShTrsTrngUr-BZZllZSO7ECdtC3h4GUOouIbUL9W&__tn__=*NK-R,>registering for subjects in unstable system,10,
#USMCFS28170,https://www.facebook.com/hashtag/usmcfs28170?__eep__=6&__cft__[0]=AZXRZgg4bT7O7lt0K-A_NxwYCEkuosNWM1ZNiV5m4zNVywzWQf-u8gXa8EGPJ0QDDi2sCfb8uDAwukmbHLgkeC28QHPYpYlEA8FwQzKhC0d3IlltoaR0GjMbJjvFFr87KX9xd8rp49jrsqFP_7uO_qmd&__tn__=*NK-R,( ͡° ͜ʖ ͡°),13,
#USMCFS28172,https://www.facebook.com/hashtag/usmcfs28172?__eep__=6&__cft__[0]=AZX-uKnm-P7u4nUQP_ZBHtRVfCe2_gy6q9NgLZuaUcGP7KGePsIAGu708x1a5EsRr4fIEc0T5VNGzWPdlrjbrTAX2HdEcBCWzy2QCiVnoJqRqSkeu41Nq8iNxxF8Ot06nrKh2ZPflqBU2-pQxS6yDJE-&__tn__=*NK-R,,138,
#USMCFS28174,https://www.facebook.com/hashtag/usmcfs28174?__eep__=6&__cft__[0]=AZWIj1GKm6OdutYeuMJEfSiYnuUYCsspApxI6qRUqyRz_-cfvgpUefesNUhxHdl9yq1_TgcnM8vdnA28El8eQ1QAHrG-1-rPmpfigMbBQFvUe_DNvt6oWwbg7WjdWnWQ1CLDdupmFef027ZDL5Uxdigg&__tn__=*NK-R,.,3,
#USMCFS28177,https://www.facebook.com/hashtag/usmcfs28177?__eep__=6&__cft__[0]=AZUT5jZMrnd-fAfG__TQzJDmQESDjsWvg_mdk14gMv0QU8r1gY2Xok9mf3m5fkbCESBIhvH-ukhQdKGdeJJ5BBfWiHE47VIjpLnR6fOwpEQFK4AmoLgzVlHXbv5RAdFZPLuP6MAXkW21YD5u16Ah5uFe&__tn__=*NK-R,"各位学长姐好，我想问如果我用Data来上网课可以吗？还是必须要WiFi？本身家里只有我一个人用，所以家人都觉得不是很需要安装Wifi。,Admin Botak:你data够用就可以",13,
#USMCFS28180,https://www.facebook.com/hashtag/usmcfs28180?__eep__=6&__cft__[0]=AZWf1cAQFwzqA6vOP2JQiBs2MDg1fsKuWU9H3RoXhKqpqxrfFHkT2ffN46mykBAVdMQX_swDgEA8a-Rb6C7n4h_CJ6vvpK60bL97K-KkhH5J3EAAr_JJH6KjTvenfWp2ICh2OA1cVEG4UUWSG0nPXQKO&__tn__=*NK-R,,9,
#USMCFS28182,https://www.facebook.com/hashtag/usmcfs28182?__eep__=6&__cft__[0]=AZX5zalmtamsFg6mTq4RekeZ7PBxnn1QVODTIBkmbg3sBqmtWZUTScWiU_xZIGgX-0TYBfdSa-kETkg0Buuay9fQTOKTTKClyAJU54Kupl_t_W2ZYBO_kyJGB5VT07K7RWNztwm3e2DGVmmpWdFKOKCA&__tn__=*NK-R,,7,"Jerem ChangGood day to freshie, Industrial Technology (USM) 2021/2022. Welcome on board! … See More"
#USMCFS28187,https://www.facebook.com/hashtag/usmcfs28187?__eep__=6&__cft__[0]=AZVwRDTANp8r29XsU6GBdldSpJDOgA3k8w9siPhC8hLGUQfbw7pV5UYbDHvvkUyACdDaCI9GinVSAXApNqo7ieAwUbyyXdlCAYfsfVPSj935LsBSpDJ3SHYGznr5Ma57ON4Le0PGGkdZJjFk8b8bJfvU&__tn__=*NK-R,"Confessions related to: SoLLaT/ SOLLAT (not solat),1) SOLLAT 是fully online吗… See More",5,
#USMCFS28191,https://www.facebook.com/hashtag/usmcfs28191?__eep__=6&__cft__[0]=AZUd9hjQnoDqitxbL7Ff9TllLlfnOesFkQ2v1QFc9Yct7eNtEJxtriIoNosb0NVoPBNGMQI6Mugn8pKtFh4o2hmByKD1G-5xcGFKDB9reG0kOH1-DVFnmiAhjHoWtdbF-q_pjIDC1iw7xVu4rF-mtVdj&__tn__=*NK-R,"Confessions related to: USM Server problem,1) USM is ap*x, but campus online is like sh*t! No improvement plan, no update server, nothing! And u call urself ap*x … See More",41,Ngu KP2) i can only log in campus online at 10.316
#USMCFS28192,https://www.facebook.com/hashtag/usmcfs28192?__eep__=6&__cft__[0]=AZXK2h4GqZ6hwUSEi99Fg2qEiHw69ihYn3L0MI7x35VyCCmZyDVi4VMoLDhynX-GD5VSJ7tE7BQ-Chjv2xC1D0KtHQKZItioKCGfXvVdg22whIVFjm19OB8YhAAzhDdS3Waypmn2uxO-QC-HS7TCLKnE&__tn__=*NK-R,"Confessions related to: U-course/ English/ Foreign Language （how to appeal, failed to register, and sad noises）,1) Guys, does anyone know when can rayuan LSP? Thanksyou!!! *Usm always is the best ya… See More",5,
#USMCFS28218,https://www.facebook.com/hashtag/usmcfs28218?__eep__=6&__cft__[0]=AZUfVeLxpcchSuAjkxoB7DUs-oNYuTL9COQqylHexQDGlB_l8FOm95dyO2EHzNWDUWVl-xAZe3m6M2S-haxTm9R2H57QOnj4VfItIuqzk1lY5OqO_xX-WMRJwswSu1F7mZcQvXcs_iOl2HAYz-Av1PKA&__tn__=*NK-R,"Hi Seniors. New student here. There are a few questions i want to ask:,1. If I wish to change my course under the same school (Electronic to Mechatronic), is there any process that i need to go through? Is there any requirements on my results? And is there any interview needed? … See More",52,Moses Guang Kueh1. Will recommend you to email our school(School of Electric and Electronic Engineering) and ask about it. They will direct you to the right person to ask. Sorry 2. This one let you adventure ya XDXD! 2
#USMCFS28219,https://www.facebook.com/hashtag/usmcfs28219?__eep__=6&__cft__[0]=AZV5mfGKpdCuKVAc4Us3ACCckn-X0zgMylf1nkQpat3k3VdAOC703t3wH3iXZK3N2EO9fz3IaLehBNxSKRPnSNBeBptfiVo-WhqoHJYglmM3De9ymXNr9mk6de4rAWNogRdtPZH6E2blWC-6wiyDz2Xi&__tn__=*NK-R,What's going to happen to USM Confession admins who lose anonymity? (eg. real name gets exposed) Will they lose their job?,5,
#USMCFS28239,https://www.facebook.com/hashtag/usmcfs28239?__eep__=6&__cft__[0]=AZUe9Z-8m_kwJClq6mALz_dfl10aekLgfy98MqEk5z1cih7hMAe5f-SXt8zPwkDqjdyhunR4mUeONaPzJgkOXSG3g2jf4TS3XQqhPoMXs6XJXgwuj2pB-HvHi8wxSL7Q9aL9W-IFHUIJoGkTcKQRHyQG&__tn__=*NK-R,"hi, want to ask if many students from usmkkj took arabic or not? i want to take chinese but both lac and laj full so i want to know if there’s student take laa cause laa seems to never run out of quota",3,
#USMCFS28241,https://www.facebook.com/hashtag/usmcfs28241?__eep__=6&__cft__[0]=AZVVOvDEdrZd8TtEoR6ppjWiwVMhnvZkSyBO-jPL0x3S1kEhbnKQw5ZJqd30IQebuRn6u_YlSYWVBIXNh8EZAn5FQB-wgeiFjEGFAM4d-eJAXaurEALBKU19bmKZqzmurSwcJ6OPJ_dULZFRDddmJSjF&__tn__=*NK-R,这是我为某人特地去找出来的中文专有名词。我觉得很累啊，直接用英文表达更容易理解。那个telegram翻译不到！,77,
#USMCFS28242,https://www.facebook.com/hashtag/usmcfs28242?__eep__=6&__cft__[0]=AZVdhXMZNVb26103Bby0RrX2Qxx4Vy_nVz3dl_RzR45BDhYpHswinPi-ezk_k1vFXY0X7X6YDV92u3cnuprAl0HXr7h7Qc0wzj6dfEnG-ArIeDjpNT0OdCghhXtfyDAxuhD747r7A7fuxF44lHKhsDxq&__tn__=*NK-R,有没有nutrition的新生群 看到其他course都有群了 还是有nutrition senior可以给一些资料还是建议的 感激不尽,3,
#USMCFS28243,https://www.facebook.com/hashtag/usmcfs28243?__eep__=6&__cft__[0]=AZWD_lx0P3rBZfcFSUyGqqO4OMm1N2nC6QTlu2gq9cet6pGYloFX9obbcXTW0HvlBMdgv6advy0bPOmSDNDlW6TZ3leI3ivYPzvzR6pxk6X6PoMIyZqwiL2RrtHMotsE2jIpth8kb4hv6-oCIn8tQfac&__tn__=*NK-R,Senior们，请你们在底下comment你们的科系，方便我们这些新生找到自己科系的senior可以吗？因为我一直找不到,34,Kevin TaiSocial science 大神gorgor Yuen Yuen Hoe Kah Dennis Lim 2
#USMCFS28248,https://www.facebook.com/hashtag/usmcfs28248?__eep__=6&__cft__[0]=AZWqv-IzLoslemSvZwJLhjFQj-m5u_ppSkyjUTRHjy6ob0Nn2SLNHvjnswN6tri9N57URP2zhRvPSYlWamfZsA5Nm8OP-l-c37A1YX4DIZuhxpGyU4z2ThvtzTTazYLB4JXaTDtggTLOqp2lnnkA6fSi&__tn__=*NK-R,school of cs confirm没得回去了吗？我是新生 如果不回校的话 我家里没有好的环境让我上网课 还是prefer回去的 真的没希望了吗,9,Chua En Jie是可以跟学校申请回去住宿舍的哦1
#USMCFS28251,https://www.facebook.com/hashtag/usmcfs28251?__eep__=6&__cft__[0]=AZWh2V52ZmKsOmvUpbQwp3lXmfZDJ3ns3AoCF57EtgmHINvAxYCPs_JNfIM3QUtonA_CLWswmAG1Q8NZdm20DWtaj-5fahRtvlR3KIsdRlVHegL9lfNNMmf2M3sZUleF-IkO173kWipHVuZUQlJC8YWZ&__tn__=*NK-R,"哈咯，大家，我想问一下有没有本地大学转去另外的本地大学的例子吗？,我有个朋友STPM Bio Chem 系 CGPA 4.0的，upu拿到了UTHM的IT, 但是他想要转到USM, 是有办法的吗？除了 USM+1 以外。… See More",16,
#USMCFS28252,https://www.facebook.com/hashtag/usmcfs28252?__eep__=6&__cft__[0]=AZWd-zNYjlXNXpHT1GTwUEaoTnIX-9NJaKxUKKLawCy2ADdBGkFFjAuExe4XfGqAA0CThUz1g-qLoSqgWcJBN0eG9wH0OF8inWr16yNcIUPsZDdjTaoKAiMYfw1GASPy4XzDsA-V50MZAwW8vanXE3Qk&__tn__=*NK-R,为什么我朋友的kad siswa 下午submit上去那么快就accepted 料，我的星期五submit上去都还没accept gok.,17,
#USMCFS28253,https://www.facebook.com/hashtag/usmcfs28253?__eep__=6&__cft__[0]=AZVoQCQWesg7ngT5fPi5_yO9R_jg8PgmPNQz_2SAzQJRSdGDHtErtWS26JfWkp05LFbnofN8dop-c5DC-twBtK93hQGe70sw9qQ1xsE3zqBzxTEADS5ShTvvnCdTe3YJhy4eO2yitp_c6eTYtgpogzR5&__tn__=*NK-R,I am an exchange student to my new course of materials engineering next semester. Please anyone can provide me links to any groups that I need to attend? I tried finding in many places to no avail.,3,
#USMCFS28254,https://www.facebook.com/hashtag/usmcfs28254?__eep__=6&__cft__[0]=AZVrDCcN1HIh300tvKH22IaNjtaZxL4j-oxahz1c7KWkWpiAck_Wt4URDHN9ATxea04I2zkhurkdNAXk1Z9MPrGftVsjevV3GD9hzYyjIoOKad-uBMdtbbiOv3LZrNpsXp82L9c-D6sXA3z4gwtYB6DV&__tn__=*NK-R,"I hope that USM will allow student that stay in desasiswa, to go outside campus. please consider student to have a free time to spend go outing. maybe set one day per week  for example, my friend from UiTM, their uni set a date for student to go outing.  as long as student completed vaccinated, sometime feel like not fair when student cant go out. spending money buy for basic things by food delivery, the fare are high. sometime the cafe provide foods that spoilage already.",40,
#USMCFS28259,https://www.facebook.com/hashtag/usmcfs28259?__eep__=6&__cft__[0]=AZUtDL3wmMraRlInS8MHCWMyfsE_OjJHXa0OxSTvHbC_JyVXztzR6ABXaHJ9uoz3bPlBwYbft2kZTGL-E-C9AucRGx-ZDAupth4gLY5MZ22bkACH4wIft7wF3qPSFL6jLpgoIG5Zw8OnZZUPq_ZikX7D&__tn__=*NK-R,"拿了2种外语的level 1, 快毕业了，但是两个外语的level 2 之后都crash到，能拿第三种外语的level 1吗？ 有人有过这样的经历，可以分享吗？ （From SOM）",2,
#USMCFS28267,https://www.facebook.com/hashtag/usmcfs28267?__eep__=6&__cft__[0]=AZVb7yK69GSvylGujOoA5CXD_mdrWZzhuq8H0JkBOpg9RQtW-UlHVI7enp3vmBGj_2lx9y5XVmA0HpywaApWyQAkD8x2xoQB2ADwHqD_i_HpZjsJJJUvIkF7_SNIGirIP8Jxl12XEDn87-nSJ3p3fwbW&__tn__=*NK-R,各位USM的senior，你们有认识你哪一位比较帅的朋友可以tag他在下面吗？我想另他回家当男朋友,34,Jia WenAmos Liew Chee Han Richard Chew 你值得拥有2
